test_id,relation,type,tvd,p_value,chi2_stat,tvd_violation,chi_violation,violation,expected_violation
134,fault_add_x,fault,0.0101,0.1059,6.1212,False,False,False,True
134,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
134,fault_change_target_qubit,fault,0.5068,0.0,20141.958,True,True,True,True
135,identity,valid,0.0,1.0,0.0,False,False,False,False
135,barrier,valid,0.0,1.0,0.0,False,False,False,False
135,commute,valid,0.0,1.0,0.0,False,False,False,False
135,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
135,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
135,fault_change_target_qubit,fault,0.7453,0.0,23762.8024,True,True,True,True
136,identity,valid,0.0,1.0,0.0,False,False,False,False
136,barrier,valid,0.0,1.0,0.0,False,False,False,False
136,commute,valid,0.0,1.0,0.0,False,False,False,False
136,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
136,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
136,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
137,identity,valid,0.0048,0.8066,0.9777,False,False,False,False
137,barrier,valid,0.0112,0.1396,5.4843,False,False,False,False
137,commute,valid,0.0033,0.9011,0.5797,False,False,False,False
137,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
137,fault_remove_random,fault,0.5026,0.0,13425.8228,True,True,True,True
137,fault_change_target_qubit,fault,0.5026,0.0,19979.9807,True,True,True,True
138,identity,valid,0.0032,0.5287,0.3969,False,False,False,False
138,barrier,valid,0.0041,0.4179,0.6561,False,False,False,False
138,commute,valid,0.0048,0.337,0.9217,False,False,False,False
138,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
138,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
138,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
139,identity,valid,0.0,1.0,0.0,False,False,False,False
139,barrier,valid,0.0,1.0,0.0,False,False,False,False
139,commute,valid,0.0,1.0,0.0,False,False,False,False
139,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
139,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
139,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
140,identity,valid,0.0077,0.126,2.341,False,False,False,False
140,barrier,valid,0.0037,0.4593,0.5476,False,False,False,False
140,commute,valid,0.0075,0.1389,2.1905,False,False,False,False
140,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
140,fault_remove_random,fault,0.4996,0.0,13319.2751,True,True,True,True
140,fault_change_target_qubit,fault,0.7492,0.0,23962.0036,True,True,True,True
141,identity,valid,0.0011,0.8259,0.0484,False,False,False,False
141,barrier,valid,0.0001,0.984,0.0004,False,False,False,False
141,commute,valid,0.0024,0.6312,0.2304,False,False,False,False
141,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
141,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
141,fault_change_target_qubit,fault,0.5047,0.0,20072.6521,True,True,True,True
142,identity,valid,0.0,1.0,0.0,False,False,False,False
142,barrier,valid,0.0,1.0,0.0,False,False,False,False
142,commute,valid,0.0,1.0,0.0,False,False,False,False
142,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
142,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
142,fault_change_target_qubit,fault,0.7522,0.0,24110.2697,True,True,True,True
143,identity,valid,0.0145,0.0089,11.5978,False,True,True,False
143,barrier,valid,0.011,0.1366,5.5339,False,False,False,False
143,commute,valid,0.0057,0.6028,1.8562,False,False,False,False
143,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
143,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
143,fault_change_target_qubit,fault,0.5053,0.0,20009.4384,True,True,True,True
144,identity,valid,0.0,1.0,0.0,False,False,False,False
144,barrier,valid,0.0,1.0,0.0,False,False,False,False
144,commute,valid,0.0,1.0,0.0,False,False,False,False
144,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
144,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
144,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
145,identity,valid,0.0053,0.2891,1.1237,False,False,False,False
145,barrier,valid,0.0004,0.9442,0.0049,False,False,False,False
145,commute,valid,0.008,0.1118,2.5281,False,False,False,False
145,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
145,fault_remove_random,fault,0.5061,0.0,20028.3358,True,True,True,True
145,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
146,identity,valid,0.0,1.0,0.0,False,False,False,False
146,barrier,valid,0.0,1.0,0.0,False,False,False,False
146,commute,valid,0.0,1.0,0.0,False,False,False,False
146,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
146,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
146,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
147,identity,valid,0.0111,0.0271,4.8843,False,False,False,False
147,barrier,valid,0.0017,0.749,0.1024,False,False,False,False
147,commute,valid,0.0028,0.5755,0.3136,False,False,False,False
147,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
147,fault_remove_random,fault,0.4973,0.0,13234.8441,True,True,True,True
147,fault_change_target_qubit,fault,0.5003,0.0,19951.1736,True,True,True,True
148,identity,valid,0.0018,0.7263,0.1225,False,False,False,False
148,barrier,valid,0.006,0.238,1.3925,False,False,False,False
148,commute,valid,0.0035,0.4902,0.4761,False,False,False,False
148,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
148,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
148,fault_change_target_qubit,fault,0.5,0.0,19972.0391,True,True,True,True
149,identity,valid,0.0,1.0,0.0,False,False,False,False
149,barrier,valid,0.0,1.0,0.0,False,False,False,False
149,commute,valid,0.0,1.0,0.0,False,False,False,False
149,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
149,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
149,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
150,identity,valid,0.0062,0.2187,1.5129,False,False,False,False
150,barrier,valid,0.0037,0.4654,0.5329,False,False,False,False
150,commute,valid,0.0008,0.8887,0.0196,False,False,False,False
150,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
150,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
150,fault_change_target_qubit,fault,0.4988,0.0,19850.5163,True,True,True,True
151,identity,valid,0.0051,0.3125,1.0201,False,False,False,False
151,barrier,valid,0.0004,0.9442,0.0049,False,False,False,False
151,commute,valid,0.0062,0.2187,1.5129,False,False,False,False
151,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
151,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
151,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
152,identity,valid,0.0,1.0,0.0,False,False,False,False
152,barrier,valid,0.0,1.0,0.0,False,False,False,False
152,commute,valid,0.0,1.0,0.0,False,False,False,False
152,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
152,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
152,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
153,identity,valid,0.0073,0.1499,2.0736,False,False,False,False
153,barrier,valid,0.0029,0.5619,0.3364,False,False,False,False
153,commute,valid,0.0047,0.3524,0.8649,False,False,False,False
153,fault_add_x,fault,0.0058,0.246,1.3456,False,False,False,True
153,fault_remove_random,fault,0.5039,0.0,20131.0266,True,True,True,True
153,fault_change_target_qubit,fault,0.5027,0.0,20002.5619,True,True,True,True
154,identity,valid,0.0083,0.8315,3.5349,False,False,False,False
154,barrier,valid,0.008,0.7677,4.1044,False,False,False,False
154,commute,valid,0.0093,0.4533,6.7689,False,False,False,False
154,fault_add_x,fault,0.0088,0.5293,6.0897,False,False,False,True
154,fault_remove_random,fault,0.5077,0.0,19983.7865,True,True,True,True
154,fault_change_target_qubit,fault,0.5039,0.0,19939.7315,True,True,True,True
155,identity,valid,0.0,1.0,0.0,False,False,False,False
155,barrier,valid,0.0,1.0,0.0,False,False,False,False
155,commute,valid,0.0,1.0,0.0,False,False,False,False
155,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
155,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
155,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
156,identity,valid,0.0069,0.4544,2.6177,False,False,False,False
156,barrier,valid,0.0108,0.1487,5.3369,False,False,False,False
156,commute,valid,0.0036,0.857,0.7686,False,False,False,False
156,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
156,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
156,fault_change_target_qubit,fault,0.5009,0.0,19938.6953,True,True,True,True
157,identity,valid,0.0065,0.1936,1.6901,False,False,False,False
157,barrier,valid,0.0022,0.6672,0.1849,False,False,False,False
157,commute,valid,0.0003,0.9522,0.0036,False,False,False,False
157,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
157,fault_remove_random,fault,0.4998,0.0,13323.557,True,True,True,True
157,fault_change_target_qubit,fault,0.0003,0.9601,0.0025,False,False,False,True
158,identity,valid,0.008,0.3432,3.3323,False,False,False,False
158,barrier,valid,0.0076,0.4765,2.4931,False,False,False,False
158,commute,valid,0.005,0.7431,1.2414,False,False,False,False
158,fault_add_x,fault,0.0069,0.4393,2.7054,False,False,False,True
158,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
158,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
159,identity,valid,0.011,0.1551,5.239,False,False,False,False
159,barrier,valid,0.0061,0.5262,2.2292,False,False,False,False
159,commute,valid,0.0073,0.4031,2.9268,False,False,False,False
159,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
159,fault_remove_random,fault,0.5027,0.0,13434.8253,True,True,True,True
159,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
160,identity,valid,0.0004,0.9522,0.0036,False,False,False,False
160,barrier,valid,0.0038,0.4533,0.5625,False,False,False,False
160,commute,valid,0.0073,0.147,2.1027,False,False,False,False
160,fault_add_x,fault,0.0038,0.4473,0.5776,False,False,False,True
160,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
160,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
161,identity,valid,0.0057,0.2585,1.2769,False,False,False,False
161,barrier,valid,0.0097,0.0549,3.6864,False,False,False,False
161,commute,valid,0.0032,0.5287,0.3969,False,False,False,False
161,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
161,fault_remove_random,fault,0.0017,0.749,0.1024,False,False,False,True
161,fault_change_target_qubit,fault,0.5042,0.0,19987.6916,True,True,True,True
162,identity,valid,0.0019,0.7114,0.1369,False,False,False,False
162,barrier,valid,0.0026,0.6031,0.2704,False,False,False,False
162,commute,valid,0.001,0.8572,0.0324,False,False,False,False
162,fault_add_x,fault,0.0021,0.6818,0.1681,False,False,False,True
162,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
162,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
163,identity,valid,0.0003,0.9681,0.0016,False,False,False,False
163,barrier,valid,0.0045,0.3735,0.7921,False,False,False,False
163,commute,valid,0.0057,0.2585,1.2769,False,False,False,False
163,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
163,fault_remove_random,fault,0.4984,0.0,13273.8414,True,True,True,True
163,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
164,identity,valid,0.0143,0.0684,13.1555,False,False,False,False
164,barrier,valid,0.0132,0.2922,8.4794,False,False,False,False
164,commute,valid,0.0083,0.7814,3.9861,False,False,False,False
164,fault_add_x,fault,0.0078,0.6672,4.9406,False,False,False,True
164,fault_remove_random,fault,0.7533,0.0,24168.3813,True,True,True,True
164,fault_change_target_qubit,fault,0.7533,0.0,24169.2203,True,True,True,True
165,identity,valid,0.0024,0.6312,0.2304,False,False,False,False
165,barrier,valid,0.0031,0.5353,0.3844,False,False,False,False
165,commute,valid,0.0031,0.5353,0.3844,False,False,False,False
165,fault_add_x,fault,0.0014,0.7795,0.0784,False,False,False,True
165,fault_remove_random,fault,0.5014,0.0,13380.4886,True,True,True,True
165,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
166,identity,valid,0.0049,0.332,0.9409,False,False,False,False
166,barrier,valid,0.0001,1.0,0.0,False,False,False,False
166,commute,valid,0.0046,0.3628,0.8281,False,False,False,False
166,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
166,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
166,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
167,identity,valid,0.0069,0.5463,2.128,False,False,False,False
167,barrier,valid,0.0071,0.3882,3.0224,False,False,False,False
167,commute,valid,0.005,0.6818,1.502,False,False,False,False
167,fault_add_x,fault,0.0032,0.8539,0.7815,False,False,False,True
167,fault_remove_random,fault,0.0046,0.7409,1.2507,False,False,False,True
167,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
168,identity,valid,0.0074,0.1389,2.1905,False,False,False,False
168,barrier,valid,0.0017,0.7414,0.1089,False,False,False,False
168,commute,valid,0.0048,0.3421,0.9025,False,False,False,False
168,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
168,fault_remove_random,fault,0.0006,0.9045,0.0144,False,False,False,True
168,fault_change_target_qubit,fault,0.0003,0.9681,0.0016,False,False,False,True
169,identity,valid,0.0022,0.6672,0.1849,False,False,False,False
169,barrier,valid,0.01,0.0477,3.9206,False,False,False,False
169,commute,valid,0.0077,0.126,2.341,False,False,False,False
169,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
169,fault_remove_random,fault,0.499,0.0,13293.3614,True,True,True,True
169,fault_change_target_qubit,fault,0.5037,0.0,20054.462,True,True,True,True
170,identity,valid,0.0,1.0,0.0,False,False,False,False
170,barrier,valid,0.0,1.0,0.0,False,False,False,False
170,commute,valid,0.0,1.0,0.0,False,False,False,False
170,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
170,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
170,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
171,identity,valid,0.011,0.0758,6.8804,False,False,False,False
171,barrier,valid,0.0092,0.2439,4.1679,False,False,False,False
171,commute,valid,0.0063,0.5038,2.346,False,False,False,False
171,fault_add_x,fault,0.0066,0.431,2.7549,False,False,False,True
171,fault_remove_random,fault,0.7461,0.0,23800.9411,True,True,True,True
171,fault_change_target_qubit,fault,0.7461,0.0,23800.9411,True,True,True,True
172,identity,valid,0.0027,0.5892,0.2916,False,False,False,False
172,barrier,valid,0.0009,0.8729,0.0256,False,False,False,False
172,commute,valid,0.0055,0.2713,1.21,False,False,False,False
172,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
172,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
172,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
173,identity,valid,0.0,1.0,0.0,False,False,False,False
173,barrier,valid,0.0,1.0,0.0,False,False,False,False
173,commute,valid,0.0,1.0,0.0,False,False,False,False
173,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
173,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
173,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
174,identity,valid,0.0038,0.8144,0.9457,False,False,False,False
174,barrier,valid,0.0107,0.0928,6.4208,False,False,False,False
174,commute,valid,0.0079,0.4477,2.6565,False,False,False,False
174,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
174,fault_remove_random,fault,0.4973,0.0,13236.5264,True,True,True,True
174,fault_change_target_qubit,fault,0.5022,0.0,19894.984,True,True,True,True
175,identity,valid,0.0,1.0,0.0,False,False,False,False
175,barrier,valid,0.0,1.0,0.0,False,False,False,False
175,commute,valid,0.0,1.0,0.0,False,False,False,False
175,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
175,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
175,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
176,identity,valid,0.0148,0.0033,8.6437,False,True,True,False
176,barrier,valid,0.0102,0.0423,4.1212,False,False,False,False
176,commute,valid,0.0071,0.1585,1.9883,False,False,False,False
176,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
176,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
176,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
177,identity,valid,0.0054,0.5587,2.0665,False,False,False,False
177,barrier,valid,0.0044,0.7804,1.0863,False,False,False,False
177,commute,valid,0.0062,0.5567,2.0763,False,False,False,False
177,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
177,fault_remove_random,fault,0.503,0.0,13440.4695,True,True,True,True
177,fault_change_target_qubit,fault,0.5041,0.0,20035.8376,True,True,True,True
178,identity,valid,0.0036,0.4715,0.5184,False,False,False,False
178,barrier,valid,0.0035,0.4902,0.4761,False,False,False,False
178,commute,valid,0.0001,0.992,0.0001,False,False,False,False
178,fault_add_x,fault,0.0068,0.1738,1.8496,False,False,False,True
178,fault_remove_random,fault,0.4969,0.0,13218.9071,True,True,True,True
178,fault_change_target_qubit,fault,0.4969,0.0,19858.0127,True,True,True,True
179,identity,valid,0.0072,0.1527,2.0449,False,False,False,False
179,barrier,valid,0.002,0.6891,0.16,False,False,False,False
179,commute,valid,0.0094,0.0615,3.4969,False,False,False,False
179,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
179,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
179,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
180,identity,valid,0.0076,0.1285,2.3105,False,False,False,False
180,barrier,valid,0.0021,0.6818,0.1681,False,False,False,False
180,commute,valid,0.0036,0.4777,0.5041,False,False,False,False
180,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
180,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
180,fault_change_target_qubit,fault,0.5034,0.0,20045.4334,True,True,True,True
181,identity,valid,0.0053,0.2937,1.1025,False,False,False,False
181,barrier,valid,0.0025,0.6171,0.25,False,False,False,False
181,commute,valid,0.005,0.3271,0.9604,False,False,False,False
181,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
181,fault_remove_random,fault,0.5015,0.0,13385.8322,True,True,True,True
181,fault_change_target_qubit,fault,0.5015,0.0,19930.8682,True,True,True,True
182,identity,valid,0.0103,0.0413,4.1617,False,False,False,False
182,barrier,valid,0.0018,0.7339,0.1156,False,False,False,False
182,commute,valid,0.0043,0.3953,0.7225,False,False,False,False
182,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
182,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
182,fault_change_target_qubit,fault,0.0022,0.6745,0.1764,False,False,False,True
183,identity,valid,0.0056,0.267,1.2321,False,False,False,False
183,barrier,valid,0.0028,0.5823,0.3025,False,False,False,False
183,commute,valid,0.0002,0.9681,0.0016,False,False,False,False
183,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
183,fault_remove_random,fault,0.4988,0.0,13288.0364,True,True,True,True
183,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
184,identity,valid,0.0079,0.4467,2.6622,False,False,False,False
184,barrier,valid,0.0061,0.6846,1.49,False,False,False,False
184,commute,valid,0.006,0.6094,1.8254,False,False,False,False
184,fault_add_x,fault,0.0063,0.5399,2.1599,False,False,False,True
184,fault_remove_random,fault,0.4923,0.0,13062.345,True,True,True,True
184,fault_change_target_qubit,fault,0.5042,0.0,20034.9096,True,True,True,True
185,identity,valid,0.0111,0.0873,6.5618,False,False,False,False
185,barrier,valid,0.0083,0.2899,3.7491,False,False,False,False
185,commute,valid,0.0099,0.1655,5.0879,False,False,False,False
185,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
185,fault_remove_random,fault,0.502,0.0,13405.6564,True,True,True,True
185,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
186,identity,valid,0.006,0.5483,2.1178,False,False,False,False
186,barrier,valid,0.0062,0.5167,2.2782,False,False,False,False
186,commute,valid,0.0048,0.7936,1.0318,False,False,False,False
186,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
186,fault_remove_random,fault,0.5014,0.0,13387.2576,True,True,True,True
186,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
187,identity,valid,0.0,1.0,0.0,False,False,False,False
187,barrier,valid,0.0036,0.4839,0.49,False,False,False,False
187,commute,valid,0.0033,0.5093,0.4356,False,False,False,False
187,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
187,fault_remove_random,fault,0.5001,0.0,13336.0004,True,True,True,True
187,fault_change_target_qubit,fault,0.5001,0.0,19947.1736,True,True,True,True
188,identity,valid,0.0,1.0,0.0,False,False,False,False
188,barrier,valid,0.0,1.0,0.0,False,False,False,False
188,commute,valid,0.0,1.0,0.0,False,False,False,False
188,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
188,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
188,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
189,identity,valid,0.0057,0.2543,1.2996,False,False,False,False
189,barrier,valid,0.0064,0.2041,1.6129,False,False,False,False
189,commute,valid,0.0003,0.9681,0.0016,False,False,False,False
189,fault_add_x,fault,0.0023,0.6455,0.2116,False,False,False,True
189,fault_remove_random,fault,0.005,0.3222,0.9801,False,False,False,True
189,fault_change_target_qubit,fault,0.5037,0.0,20007.9944,True,True,True,True
190,identity,valid,0.0,1.0,0.0,False,False,False,False
190,barrier,valid,0.0,1.0,0.0,False,False,False,False
190,commute,valid,0.0,1.0,0.0,False,False,False,False
190,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
190,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
190,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
191,identity,valid,0.0019,0.7039,0.1444,False,False,False,False
191,barrier,valid,0.0017,0.7414,0.1089,False,False,False,False
191,commute,valid,0.0015,0.7718,0.0841,False,False,False,False
191,fault_add_x,fault,0.0004,0.9522,0.0036,False,False,False,True
191,fault_remove_random,fault,0.5007,0.0,13355.5661,True,True,True,True
191,fault_change_target_qubit,fault,0.5007,0.0,19963.2109,True,True,True,True
192,identity,valid,0.0,1.0,0.0,False,False,False,False
192,barrier,valid,0.0,1.0,0.0,False,False,False,False
192,commute,valid,0.0,1.0,0.0,False,False,False,False
192,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
192,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
192,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
193,identity,valid,0.0,1.0,0.0,False,False,False,False
193,barrier,valid,0.0,1.0,0.0,False,False,False,False
193,commute,valid,0.0,1.0,0.0,False,False,False,False
193,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
193,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
193,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
194,identity,valid,0.008,0.1118,2.5282,False,False,False,False
194,barrier,valid,0.0057,0.2585,1.277,False,False,False,False
194,commute,valid,0.0067,0.1802,1.7957,False,False,False,False
194,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
194,fault_remove_random,fault,0.0093,0.0643,3.4225,False,False,False,True
194,fault_change_target_qubit,fault,0.5065,0.0,20063.9663,True,True,True,True
195,identity,valid,0.0028,0.5823,0.3025,False,False,False,False
195,barrier,valid,0.0035,0.4839,0.49,False,False,False,False
195,commute,valid,0.0044,0.3843,0.7569,False,False,False,False
195,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
195,fault_remove_random,fault,0.5011,0.0,13371.585,True,True,True,True
195,fault_change_target_qubit,fault,0.4989,0.0,19839.656,True,True,True,True
196,identity,valid,0.0113,0.0251,5.0176,False,False,False,False
196,barrier,valid,0.0009,0.865,0.0289,False,False,False,False
196,commute,valid,0.0115,0.0214,5.29,False,False,False,False
196,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
196,fault_remove_random,fault,0.5029,0.0,19971.0642,True,True,True,True
196,fault_change_target_qubit,fault,0.4962,0.0,19836.0071,True,True,True,True
197,identity,valid,0.0099,0.0477,3.9207,False,False,False,False
197,barrier,valid,0.0052,0.303,1.0611,False,False,False,False
197,commute,valid,0.0074,0.1415,2.1612,False,False,False,False
197,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
197,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
197,fault_change_target_qubit,fault,0.0151,0.0025,9.1205,False,True,True,True
198,identity,valid,0.002,0.6965,0.1521,False,False,False,False
198,barrier,valid,0.001,0.8572,0.0324,False,False,False,False
198,commute,valid,0.0092,0.0672,3.3489,False,False,False,False
198,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
198,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
198,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
199,identity,valid,0.0092,0.0672,3.3489,False,False,False,False
199,barrier,valid,0.0065,0.1936,1.6901,False,False,False,False
199,commute,valid,0.0066,0.1902,1.7162,False,False,False,False
199,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
199,fault_remove_random,fault,0.0106,0.0349,4.4521,False,False,False,True
199,fault_change_target_qubit,fault,0.0105,0.0357,4.41,False,False,False,True
200,identity,valid,0.0054,0.5878,1.9265,False,False,False,False
200,barrier,valid,0.0083,0.4094,2.887,False,False,False,False
200,commute,valid,0.0145,0.0041,13.2435,False,True,True,False
200,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
200,fault_remove_random,fault,0.7487,0.0,23930.9546,True,True,True,True
200,fault_change_target_qubit,fault,0.498,0.0,19886.0577,True,True,True,True
